filename,length,feature_length
51nfpGY_AJk,23,87
3DhQmxwJ5f0,31,121
-78SgLvt7_k,59,233
fSEpr4pZviU,43,169
F0vJz3unncE,47,185
526-vt3MvE8,51,201
3tLz5joViQg,42,165
Nc6M6wlsWk8,36,141
1RIFrK6EcfY,35,137
1Oe88CYvot8,56,220
1nOvomBowno,56,221
Rt62-Sh44MU,40,157
0tVgxm9foG0,39,153
0MpeArTdYlQ,41,161
Jo8il_Kg_j8,16,61
0akarudYj8g,46,181
BxwBO7QkroA,48,189
FOwv5kR1e-U,39,153
1HfCdmtv-88,45,177
lSD3pTkOpAw,31,122
4jucrVBcSGI,39,153
HmK1tsbzZYI,27,103
5GXbpFGSZ7I,44,173
0f0sVob1QHU,41,161
fK39zLd_OrM,38,149
09GjN2rVxDw,16,60
3_DBRmy9WTs,48,189
4v1VgwCvm_U,60,237
1k_KQt2gFA0,21,82
-teM3POwI7Q,54,213
4FMSfHqS6AY,54,213
NJHpGHHfqz8,36,141
CQO6w2XV3xY,39,153
7cWBAygFKFQ,52,205
7Z0xn8Q-VqM,42,165
4umEvJi2rRE,32,125
1wLpEP9LUS0,48,189
h6zc38gOkA4,38,149
XjMRcQgnbpQ,36,141
9XZPcrL9l1Q,29,111
4XGdvCISaIY,49,193
5XAof10p7xo,42,165
IQhYdSTNeCo,53,209
4UrYgeJDU80,50,197
7SrjBu-AlUY,46,181
3-kHl1Xvn4U,44,174
AclGjQGnZnY,38,149
6wk2HYEF3WU,21,81
613nU6austA,59,231
WNsMZjWwtp8,38,149
4yBWQ0Z5c1I,52,205
DyzH7KzpIMk,44,171
9nTrvgSkbtU,49,193
gNx6DV8EcF8,42,165
4ViTIFEK5Fo,46,181
0Zk4rGgntXw,44,173
1X4XvMlrOiE,53,209
1K_c7ZSRxCo,37,143
6-FJjggpSoo,21,82
1ieXYD-OKXw,50,195
EwLXxfYFWtQ,25,96
3KHiI6lmAfE,40,157
44zwNmDudfA,39,153
-mpPIrccTjA,40,157
7a-SlB-TV9o,48,189
Mv2PL9hPFTU,41,161
6oZeqwlsaHA,39,153
-lgSmVKN1VY,44,173
ALTKER_NkX0,56,222
4wlHqYATPy8,44,174
gGmWm1i6pVo,45,177
1GJy7Bmh25Q,42,165
1qG53714JsM,53,207
3RptyPgUI2A,52,205
y06Gvf7lbcY,42,165
4z23iPiLZ38,50,197
h0bt5yJe33Y,37,144
FWuiZl6pNfU,41,161
3PJC_-aDhO0,48,189
-OGq-n_9EYA,34,133
Z04Oe_GULao,49,192
5akr7t5rHpQ,47,185
M7kdWvNks4U,56,221
W6iwVLm51-k,47,185
7yESlv5TapY,43,169
-QlgGKvOyqs,45,177
1cOksNEuhTA,50,197
1glYnzwFoRU,15,55
IPYHy8k9Z34,42,165
4OE3Ihh8FzM,43,169
IP-mRByleSc,50,197
EQ91XVsmq-I,44,173
2DmbPAlalPI,12,46
2I623WWf_i0,44,173
-O3L6jx8ISk,18,67
9PAtxXr3dbE,42,165
6peZ0_VU4mI,32,123
86j0U4doiVQ,43,168
3edp1qAhLB0,59,233
1gGuEVUsayQ,51,201
AlqWTkItYzY,49,193
1_8SCnfGN3A,23,88
09o2OwlUCGI,51,201
20wd9ETtTVA,50,195
9bzotS1ow0Q,47,183
AOwwp601QZw,45,177
-Ve4yVCpjDk,46,181
0--nzZoE_Ho,52,205
SUyaiLzdWDk,39,153
lHP0q2sQzPQ,44,173
-V2uLG7pjnc,44,173
ydgZR3Gfi28,47,185
5joY7-fda8I,43,169
5XORCruN6VM,42,165
FmekHi2dLdI,37,145
-XU_IcknTlw,50,197
5F-Hv37Ng8I,53,209
-gjkTeMBks8,24,93
-5dtmOk-Q2Q,54,213
1rrOQgyXs1c,55,215
-iOW_HtK5iM,42,165
-uD_w-t4T2Q,51,201
7Aj04-ca2eg,42,165
asKuYgAcyIk,42,165
Zr0TnoiHJc0,39,153
718fOnw0o5A,46,181
k9s1j5OiXNw,45,177
CrO5TBhKZns,42,165
0MzZxQZVZcU,40,157
6JSG4mGEDO0,41,160
-glYW1o6HHA,51,201
6V61LSZaLac,43,169
1bE7xKuGa3c,49,193
4EBODSgMB7g,48,189
rRzWGIhwWAI,43,169
0QEwBir7h2Q,27,106
5AmPqGS3SCc,39,153
37oZ4phfKYE,42,165
xS0uJ2FiPIQ,45,177
-m5CL6UgYZ4,55,217
4hnz9O-0uQ8,33,129
-HyUH30KfyE,32,125
-Qo6QJo_tJA,45,177
2DHo1HUuQMY,47,185
-V7gqbL91lo,49,193
0dWF5opVEXg,49,193
BQ-dwfQPVtI,44,173
1hF6PX9RX8A,42,165
CF7oaOoQRv4,35,136
fTxaj8RU_gE,43,168
5KLxZUlMtk4,39,153
-_doikqlNSY,46,179
BUREX8aFbMs,44,174
8AVztYoEXkY,45,177
1vLFwNJM2Z4,44,173
3wjxN_w3UMA,44,173
Kqt4BiLQeeI,38,149
2DhB1K8UJqs,43,169
4tsbMQETqQw,40,157
em7akjDUsWk,47,185
K7EITkM8vFI,38,150
8rbRmWmgtR8,26,100
076D8SXLJb8,54,213
-KdBaGgzf4w,31,121
5dcze3HrQ-4,16,59
00ypkSbNDhM,48,189
QQL8691Ft9U,29,111
1ggIItcrUaA,38,149
YzCknBR8gS0,27,104
4jt1iKXSd90,41,161
-Xr7HusAEvY,57,225
-zbf7k3mqo8,54,212
8x3nEy2j4QI,32,125
a7cRojOdljw,43,169
2c5VU69225M,46,181
BPGg2wCtGgg,52,205
2U6RTywadx0,43,169
f1Z-HuZ-_ZA,50,197
O15hBKDfG1k,35,137
08AIDeqC0fU,42,165
4vffW7-5-j8,41,161
-hUmir8zn7I,28,108
3yXCtpvjz6E,56,222
1VmptPRg4Qk,47,184
0NZV5tZWgP8,46,181
00gxEsWO4mo,39,153
3m7qEYjfp8A,49,191
YsUCzO0gfro,49,193
1x1D95sfsL0,49,193
5kbx02R8_Lg,45,177
6J1Ga0PoYjE,40,157
3Glt9M8l_OA,43,169
Z2LG4gxn_j4,33,129
pOvO5y-p550,34,134
06_sxs4pAkk,49,193
0OZtca8x5o8,14,53
4fS56fYQ070,43,169
BcynOvIyeg4,42,165
2EJS3y3xQjo,17,66
2zSVPoRn-1o,41,161
A8gbOIvxvMA,41,161
ffZWb54oJH4,40,157
-r2-9oyIzkQ,41,161
W6xQf653Qjs,51,201
-Lv1Q_JRwxU,47,185
6KCkZKnsaYw,32,125
5DQ2FaKVTPU,16,59
4CkxO74k-f8,27,104
FfEwz4X5-nQ,50,197
-zc7JHqJjBk,39,153
2le67O_xjdQ,43,169
0gB3liqZO3Y,50,197
8BRimZu4iPM,59,231
-gAdsxNqu3U,59,231
272uTW6L71s,57,224
el4qyJFJmbI,41,161
U303_cFkECU,31,122
Xp-u8qRkJZA,44,173
0-8zKZWijP0,32,125
AUX5cxr6fDs,23,90
_0wHh71CvWk,28,109
-OuLM2izvUM,60,237
85ZPgy6Ffxg,47,185
EMqAXt_l8Hc,39,151
g3eW5ca-DKw,42,165
0XWzv1pLYl8,36,140
2E5zIj77AEk,40,157
WGqz-OVwLGs,38,149
3_yRF1oZXh0,42,165
4x63RiNjq8Y,47,185
-COelgvUEW4,25,98
-msC_WOqyFY,13,50
0Dsj7uXhs-8,36,141
-ZMAmXHkEOc,44,173
-PKwMUgKYGw,38,149
-McJLXNN3-o,54,212
2R42r_EOzek,56,222
55TvaNVBO8Q,51,199
29ajok5B6xU,51,201
KivU5_ghnTM,33,129
2BaxsC97tzI,55,216
uWxJmWuYLKY,47,185
1ZwVoNUvaAE,49,193
finB1G4B-Ic,31,120
-hZbdQuRUw0,51,201
LsBCiA7jkHI,40,157
3N8-NYyyEX4,42,165
5avkkKA7lt4,48,189
2BbeikdJbGI,43,169
0DIJeyCA0sg,45,177
BaBNjfuhtM0,43,169
30x4aq1KIYc,45,177
BT6_F86gXf8,23,89
4Om_IiiZELI,56,221
-OtbfS_JWn4,60,237
7Z9B2eA80RU,26,100
2QvTL9VZFX0,13,47
49wP_Zmqkyc,43,169
02ucP56CqO0,48,189
534-Tg2cSto,51,202
A2SDfo7iyno,20,78
4KYJA16aswI,52,205
-7cMtsWTtnQ,32,125
8FXKPQnbX4k,32,125
K80eaAw6idw,37,143
34nb4_NIs_4,23,88
OwAUGABGrqk,42,165
8aaN7sSloU8,47,185
9777M4Q4sRE,43,169
25Yt9pqElKo,27,103
WJLbFJxe11o,59,233
3A94mE0xjDk,38,149
0-6AL5yJbrc,37,145
42QgE4mM55I,53,207
-2TjevpJuAs,38,149
-xmIY63Avd0,45,177
5bnnqQYFVws,41,161
-cHPbRAoSkU,22,83
037DWX1X_L4,29,112
3FOH39atqg4,11,41
2-5MymPLWhA,45,177
-CJGj3-kNQY,44,171
6sHQYwNKJzU,33,129
0fyutS3FMb4,50,197
41NAWwmED6A,48,189
-6EzbBAmvjA,60,237
G5uM_9n3Ok8,44,173
1BgsmndYANA,36,142
5ITTVUzv7rw,42,165
1bSnGCuqF9w,42,165
2HwBdVpuwdE,55,217
74wtHTys7hA,48,189
6KqOZBDQRd0,39,152
09qDi4Auiyo,43,169
07EilTzev6A,43,169
5_aRF2s3e30,35,135
0ZOA0j5LnWc,40,157
-hhnpLxJsfI,45,177
4lXclEZcAlU,50,197
1mpJ7c5zGHw,40,157
gPy2DHHnlqQ,50,197
DUAGfqb3UvY,50,197
2MPr2F3gsSI,49,193
ogM-3LkiFAw,34,133
06dCAQutFeI,48,189
jcisT15Gn7A,37,145
5OkDBujQYy8,58,228
8DrH-QredaQ,16,61
-4ItJ9yTz_c,30,116
9hPRtAe--ys,49,193
rXHHLtG_iGQ,46,181
1bjZQVkbOdY,50,197
-10VmSN3WzE,51,201
7n5X5_1UfT4,28,108
1A7P_6chcKw,42,165
garZ8KkuBds,31,120
4_QWQOi9gCo,38,149
CMzlxMzoQJE,43,169
2RBhvoqWPeY,38,149
3AideIcmGwQ,40,157
8cUA1MaY3H4,46,181
MavK0Rhz8Ks,40,157
SMw-s0vINYM,39,153
cQkm8fG9dbA,18,70
2OHgMu9JtYI,51,201
2Fdau5KTEls,40,157
DC2q5iyvKFM,58,227
PRbLDDyX2mk,20,76
1xg5haxzjFQ,46,179
Ah8jT_32s8g,49,193
4STGms-Uyuo,47,184
2FaEyGOJwG8,54,213
2KY7dsj8yhM,43,169
0vzXmMYDC84,53,209
04m_7jCGHko,45,176
8eyCqtGZMI4,32,126
A-2GqiISmas,49,193
1LGQTDYPFeQ,48,189
BKg-ou7mnX8,50,197
Dbo9tI1f2mo,51,201
-wVn0u1T9SY,13,49
WcLoN9B4Zt4,42,165
2ydyFLjN77s,52,205
7Qh82bCnZ1Y,46,180
C1f5QV6Sef0,49,193
2ZNKLUHeJtg,48,189
18cMmp-Yklo,48,189
kLtAyepYMZ4,60,236
LH08k5Kf4AI,51,200
1l3G-vAo8cQ,43,169
5L7tJ2sdnqU,46,181
-4cdRRPG3Wg,45,177
6DJctc3uLVI,41,162
-UHM1NygnS0,43,169
-_sjOcNkJns,37,146
W5iSTBNPkng,51,200
VMbJTgzMhKE,36,141
1BkHCsfaduk,46,181
XO096Hx7wjc,43,169
7O-oxrTMYxA,15,56
5Fppoe0xrCc,27,104
1nS0nBG-GJw,44,173
-uGNLw30__A,42,165
36J2NZsDzEM,58,230
Dv7T_V-7ERg,42,165
0Mzdxr6F58I,46,181
1X-0X1gbZvM,50,197
1tF9e0WBClA,40,157
Guwl5G6Wr4Y,40,157
1ag_IA2r_Ig,49,193
-1BLaahvBSM,60,237
E1cKPUWHa8I,25,95
AN1nBeSm-DQ,38,149
4kAoBqK-pFI,55,217
-rIH111gwEI,15,57
9NcxNH75ByE,49,193
8JJK83vCl6o,41,161
3v4rhnuyUfU,48,189
1tZNMk50ssU,37,144
6-_yXp8phh4,44,173
5__UnpOFMZo,17,65
51bELr8gTAs,43,169
9xyTMi1oby4,50,197
OBAaK0pxdW0,60,237
2VBfBOd7t-A,35,134
3F3CY6k6mVI,34,134
-lyPnABQhCI,46,181
ghOfjHwwA-o,44,173
2Szah76TMgo,13,47
o_ruuyYruBU,35,138
-b2QI8UA2ic,39,152
AoSn89Wt6pE,39,153
6UgDdOh--W4,48,189
1FNk-noM7oQ,60,237
8WYwlB7KNvk,11,42
3mCWARDySc8,16,60
1VA1HlxgKm4,29,111
7P7KZVJG-VU,44,173
dpURejDIKn8,15,56
D6_SzL2frfE,51,201
HFIN3vwxeBU,50,197
5RaWTl5j-1k,51,201
UYGeHuFiUKY,43,169
Auh-B3iYN6o,40,157
-XVu2GZypIY,30,117
0v7tlKlPswI,37,144
0wt8nWs1fTE,47,185
9W5uf8pLmII,46,181
Chi9u8htrm4,45,177
-UJJsEdgqMQ,20,77
6qd9k3G83fc,49,192
5HuigwGbFbo,42,165
4_okKooAHhs,41,161
0JK6flOJBE8,50,197
4mX-FX8A9uQ,49,193
eqgRyEINfKM,48,189
Ao0n1cqfFDw,46,181
47nXNIHZMOE,47,185
FOid23PpHKQ,50,197
-WbYC9rEQN0,52,205
BschKmTilLA,46,181
2nSG3hOCvgQ,36,141
3d7rmZ09E5I,25,96
P5F3YrbVe1M,51,201
4B4UAW1jEnU,50,197
E4duB2A-ces,40,157
0QX2QWOfMk4,43,169
-BZD5cNDyNc,27,105
2bYyywE97aA,42,163
1hy9U0XJnvs,52,206
-VIDhMaXaSA,51,201
qMbGFWz9who,31,119
-vaqOm3RzII,47,185
3MOdK7QISdY,32,125
7AvroBddA1Y,46,181
-q0W7yXJ6oE,50,197
0sY7DgRSwwo,54,214
99svXsD3vFc,45,177
1lzJ4_qfZ9M,42,165
9M3TlXlVdKI,42,165
lXUcalwkWCo,28,107
Ey6ulciy5hs,36,140
xVUw-8T6JbE,35,137
1NTsWn1Gir4,54,211
1nE3qT4wSl4,13,51
72q2BuBnMGQ,55,215
5xOhn5QpvdE,44,174
8dLJoI9VSaM,37,145
-aUbQi149eE,47,185
3qIzU14NNaY,31,121
3JR4p1m4aDE,56,221
69oU6LfyQ_4,40,157
2dNEVAF3X2E,45,177
32HqOIGZ-oY,37,145
4Qqd17qaVIU,46,181
0JqfXHgDqVc,60,237
HEgEQ8Z3n0w,41,161
4QRxJKgGUHM,33,129
3DO6o12iY-8,40,157
2lzi4wnKJT0,58,228
4SDbvMqY20k,51,201
2cWM497pH-E,38,147
2SBiK81rrZI,47,185
hBrcjmbJq0k,47,185
3bUc3I5563Q,51,201
Dc36_usYRQw,49,193
PlD_3nBXmdM,40,157
2DeWsERzaSY,53,209
7RxjqWvSxss,48,189
63puvoKyV3Y,24,91
DgRmNzKRqbE,40,157
-OffILgY7Y4,54,213
HYojEoDJiQc,36,141
3vWNxg-HE-c,52,204
3tMt0AbZKMs,43,169
BbNHWQrTu2o,49,191
CEWnNoK8LVQ,53,209
2RkEX2ZYQkY,39,151
0_RiXhTYRp4,38,149
2ejP5DGhNhI,48,189
1ZhtOjwuNpc,41,161
okJ-HfG41YQ,53,209
5aeS5YhLLaw,42,165
00ay4DMxod8,60,237
Zl29n4sL8_A,48,190
BNermhLzCLs,47,185
27LvpNxr1Wo,54,213
077TGAORyz4,41,160
2tcC3sMhjBA,37,144
uBaRlBqQj3A,43,169
10xYoGvLePM,48,189
-hqM85LZw7c,43,168
5NyPGl178o0,41,161
qwI32Si0ipE,43,169
6wSiBLDOoI8,58,230
8Z94L7ZOBCQ,56,221
Rb_zjtWTt0Q,43,169
QXjaLCotbpY,18,70
UUjSLYdRfb8,42,167
hyS-GhmE43g,44,173
BVBMhzvNWqo,11,40
lu52106QS6E,39,152
A8x3HI1EMEY,25,96
0HD2X309dlw,46,181
7tjjOexHSnY,45,177
4VMy_t0usWk,15,57
2H0kdvHL4MA,53,209
5Xgn3kh6V0Q,56,219
-b6XHgcTzDs,45,177
8v-ocuI2vE4,32,126
382gQeIJZzc,21,79
-91lUg0_Gl8,25,98
07-xP_bWoDY,39,153
BslzZEEwFa8,43,169
eosvNU2eucs,41,161
9xgcRZ8B2iI,47,185
54wPGR5TLPs,26,102
4XLoFz6fGng,36,141
ummWnVruKG0,59,233
AUMgUSlQ3WA,31,123
0FrYkfYcUbA,19,74
99DwikhJpcg,51,202
-9ywcjOQsFc,46,181
7TqvFjMf97c,26,99
hgiPphyUS7I,49,193
cIDVqtnnsvA,41,161
cReLETAjLHI,42,165
4-SZ0BRns30,23,90
5eeeaEObtCA,40,157
3k6tn3xFJs0,44,173
0_T4Z_KuWGM,50,197
1PAL-a2MnQk,48,189
55R9x4FWuAc,20,75
8wfOa72miuc,37,145
5daVEo1CWnY,45,176
7tVmj7Ils8M,56,219
6RDnl3NFgsY,60,237
4Gvq1iyPSLI,54,212
-h6CjnvTz0E,39,153
Ozx7yHe0qPE,40,157
4gLGlF8-Kcg,57,223
56Z2jF5H0sI,59,234
-8JBa54NFpU,44,173
H809sj6TTI0,58,230
00_do2b96M8,42,165
0cVxX7se82g,39,153
3_t3g8uImYA,56,219
Ss-NO6IztXY,48,189
n6gypCsGbyE,48,189
0vFPs6XsU_Q,42,165
-AFGfu5zOzQ,48,189
3jfDmY9hqqE,41,161
4l5x4uyu-uE,42,165
lWG8SRZKUhk,51,201
2Aq5I6Fz368,35,137
6bBQ3pd0YU8,49,193
09pZj6CEvRw,41,161
6c3o9seWMXk,57,225
47UAQMyMLEw,52,205
14jtUoyUxyQ,46,181
-0WZoijgWto,48,189
3-TY1efS5X0,38,149
05teB0FNOnE,42,165
4DQs5dW1PEM,30,115
-UvqdPUERuU,39,153
9_L9CXHPd9M,32,125
5bBG5sEmpYY,17,64
7p1Q3_2jZbo,45,177
-O_i9m2l_gA,40,157
I3OYmetiXqA,54,213
3qUbjqwGIx8,53,209
gIODEFkvjTA,43,169
shRNXFTbd6M,42,165
-iNvaCbzWeg,43,169
72fUt6hvcs0,42,165
1eY4SDnlWmo,50,195
6kfdLP8Sd50,43,169
-8TFeaZyPcQ,57,225
1ksINuMyHV4,42,166
1knLa6WelnA,41,161
DrlmLvPFdg8,37,145
470xac8EMEA,47,185
6w7eIIP5QLw,31,120
-tkFrycD5U0,41,161
511xID91gOM,49,193
NvN2PoU3Pzs,46,181
JXmpEFLhr9E,38,149
OMcoFfaCaGM,45,177
1MgcrYdYas0,36,141
1eGugomDwrI,40,157
0MS7NFIs76c,45,177
6-yLLif77Kw,41,161
2mbahZqynTI,51,201
PuvTDLP8lwM,53,209
351rtcx9S2Y,34,133
0qRVoHpmU5c,53,209
-5NxigJHFJg,38,149
046zw4vnsZ0,60,237
csIyth6AfgQ,14,51
4epl0cI2-Ew,53,207
A41u2lzc4vw,39,153
CuS-ok0xG9g,37,145
Kqw--nmhaRw,50,197
3tvkXsXU70E,17,66
2fCC4BkdMT0,40,157
2erACT9n-B4,20,77
1PPn02f5M2U,12,46
6p28dgDY7YE,28,107
494DpdwkO-I,28,107
mhZMQF-y8n0,52,205
3L_JXmdVGcA,41,161
5iiN0qGwcpc,44,173
LUglEMUgvZg,47,185
2TnIHG3wiko,58,228
5zoy-_Z6B_g,51,201
7iN0A9AsWhE,54,213
K8BC9e4Bspg,43,169
04IUHjj3lpA,48,189
EEYq23Tg8Og,37,145
n7-lKjrJFA0,40,157
IoaLYFNwUdc,44,173
1XdIchC_4Cc,56,222
617zgCYbopo,51,199
6_zfIYVjhf0,46,181
MKQWCVr4q8g,22,85
9u-m7Vx__h8,51,201
5GFgTHtvpmw,23,88
-MqBuNdwrsk,60,237
2Aq5VzHoRws,34,133
PSt_gdjwmvY,49,193
2fpbDwf37vg,53,209
6kEEmWamSKU,37,145
9ZYj5toEbGA,11,38
4YDIpW8APhg,53,207
hKcSZfv9gms,38,149
3-vsnQ2AAXE,48,189
06scpqQPjBA,45,177
95GrvBKzDQo,42,165
31pTM_NQ_pk,48,189
QYScRawvUGo,46,179
9FOxcwocgJA,47,185
10MRxp2q8R4,54,213
-BnVmMjp0d4,42,165
-LzsgrGPV6o,49,193
5incSSp9mQI,40,157
AT0c2TaLH68,39,153
dC1TVxwiitc,44,173
-6VFTlZsft4,60,237
BNfclSQ7ZKk,44,173
Wj5qDj8_nSw,51,201
suW6cUpVbJk,48,189
VzrRMzQIt4I,44,171
-qVTX-LXnvQ,50,197
pXGuj0q9ai0,47,185
-LDgcP_DZP0,35,137
GqRb1UVAuXQ,49,193
BkxtL5dZzOo,54,212
7fRaV39Y-2o,39,153
FIsc4nmZv34,43,168
7hDVdQmyfUw,39,153
5TWL_hGlwyg,44,173
C8Y15Ltp1jE,49,193
2ahksspKhaY,40,157
EN_fOMt-IVE,39,153
DKN30Bwf_HQ,39,153
xvuvBU9es1Y,29,114
1_kjX_9H0N8,53,209
0rhb_K228gA,37,147
4V2Di-aFZIw,45,177
gAMYDubd8qU,14,51
-Aqjx8NLZuU,48,189
0CY2rtsjgkE,41,161
7pqRqXjqeX4,43,169
rRvtQ18RBH8,13,47
CSWQUunh5jI,23,90
NvzT72qSSIE,43,169
hkWcUtga1lw,39,153
4EKVllBav_s,24,91
fWLjGFgL-2Q,34,131
--L3BCCcGEw,41,162
6JoF6AUx_5Y,38,149
5GUTCDIP02U,40,156
F_T1cIppLjI,50,197
fc9x20wj8ss,46,182
5PEg-DBfJFA,47,186
DR66Fj-Yz10,52,205
2iJxfPLfn1A,36,141
_A30xsFBMXA,47,185
5qVc9y3TNnY,60,237
a_xgmS6wZKo,32,123
LmtTU7Ihc4M,39,154
Adfrf34KRDM,46,181
-R2JRLt3xjc,36,141
SVvXfuS5eyY,54,212
5KQ0OV2b12Q,50,197
RWlJ1MDT--8,38,149
nMUUYby3ZQQ,45,177
-hdM5wMKo7M,49,193
hidrmMfy49s,60,236
0N0H2HyuUNA,60,237
51E8k7zsIXI,40,157
7n6KX_nYa3E,46,180
4PyNfjtaQLY,11,41
Ky8aKwI522Q,60,237
1woaZGPrY9g,11,41
-KMUiLryxhk,46,181
-rhU5QXz7cg,41,161
cLI_xxNdmjU,42,165
-bxu7eXtSaE,40,157
-kGxLMDATu0,29,113
GU7mq8uZgJo,39,153
6hT3HOFvDBI,41,161
Ebl4NBkvH8Q,10,38
7E6S00599PQ,42,165
5ZE_2iDgNBw,48,189
0N7a8BU5aPI,46,181
3aa_IompBhA,34,132
J5_m9Ee6A6M,47,185
PN9EuYoUZig,45,177
MTkvHwqj9v4,43,169
1p3NSKpuJDs,60,237
2sC8XYyM4xs,52,206
0o0q7B9O-Qs,14,51
5M5sl9FzE0Q,41,161
-grrFz0HeME,50,197
h1HgO5pza24,45,177
8_tmfIIDeSA,60,235
-gjL5nngqDs,48,189
-YH1Oig7K4k,56,219
-NT3upNNQU8,53,209
W2Q3cVvu5fU,37,145
1wrfS5PHbKE,56,221
1PQEMRY4GDk,60,235
3QvaRqVWZo8,53,209
Glz9M145Xyc,46,181
4aswkcyTZ9c,49,192
GIWJpC_OW1E,33,127
052s5vlSKn0,48,189
5nD0IZutR4o,52,205
4QOA8J6vF0Y,44,172
50btuV9sY60,46,181
-VZ3LiN_qIs,51,200
7mcrZwM1t_Q,43,169
-gk3LALyrZg,23,87
KcD5R2atk1Y,41,161
1Q07ExaneBM,40,157
0kfutE03ES4,60,237
3p3A4QDXw-g,41,161
0aoLIWegrdE,57,225
Moru2uzLB6I,50,197
7Urn3ub5_6g,41,161
C4YMjmJ7tt4,44,173
UEMmf_0mKF8,36,141
c7xtFAL66Zg,49,193
ZB_EdZiPmdA,50,197
6VD4DtNDiKs,44,173
3MQPdxUZYWc,11,42
B6HTXHpyfU4,43,169
1oYCRq19KFg,50,197
4-J6DHLe6TM,54,213
IzZFPvqT1_s,32,125
01vy5cEZvbw,17,65
00pATAvDGFc,53,208
yq0Z6vNLG04,50,197
D2dv57CpT-s,33,129
Q19VErS2iH4,47,185
2vrsJv2HH-E,46,181
uFfjq0JGXcI,43,168
23cPVkdIzLQ,43,169
-lZXdiEghz0,51,201
2yelTWUeVOI,10,38
ao-TFiShaWU,46,181
1pv2QBbmSAA,46,182
4v4BR80DLhQ,52,205
I0S0uy8HgaE,59,231
2N12kfD63bQ,50,197
_bkX5VkZg8U,51,201
7vl23LKA6I8,40,155
-9GhPxGkpio,36,139
CIAd34BDDHg,45,175
1KhahKUdqfU,39,153
6NRZnRu3z5Q,48,189
EqXBKB486fY,28,108
CsDG-DqsXfA,53,209
3-73oI3hZrU,46,181
-LGTb-xyjzA,20,77
366PkocrdNE,53,207
-lknq4-Dcpo,43,169
1WvGlDdS-gU,37,145
1MPwoS-R83A,46,181
24-F9DdJGf4,42,165
30D1aU785Gg,48,189
DKP-wW1YaPM,46,181
15SMY7VasG0,53,209
1rJWW_KqeAw,37,145
0XxinBtKouQ,39,153
_ZC6yk5iE1I,53,208
0AAv0H5AdIc,18,68
4XLeyN9eLhQ,37,145
3MYL6R2wz6M,45,177
yZNgqVInQGw,48,187
0SPkixBmVJ0,48,189
OK8hRFGOtog,40,155
bL8FmtShiMw,37,145
59D-77SoqAw,30,116
Fe2qg0G74do,51,201
4g9l9Po2J70,42,165
6ahMc8SInjY,45,177
4TSUsNphq-U,54,213
1GS26LFpoJg,21,80
58G0gYJfZ4I,38,149
6pOQYBuYgqQ,46,181
0czHxjcnFXc,41,161
3KwxaHZD2yU,28,109
1n7amzH3-1E,48,190
4zciMA4sFQY,50,197
OPDPzxXvvPE,49,193
38h1uuRACso,48,189
5ogQ88sOAkA,44,173
-sF7NaTEIQo,37,145
1plsefHccZ8,23,87
AMecbiQwThg,24,93
GmRDBdHwtdw,51,201
-zNFhsPBWUM,43,169
fQRh2QW5RX8,45,177
ixrRVADA0Jk,60,237
3aylTZwTnfg,41,161
Y8JWmw7VjtI,49,193
-MUg-WH0Ivk,35,137
7b5VMyyIweM,22,85
-AuO9_k75a0,45,177
uRyLEBGX5ag,46,170
16Nw5RrGPCU,42,166
2Bx5e9vwLGk,45,177
TYYUzXPwsQo,52,205
1qinXsGqxEY,44,173
2dbSSa7bG9I,41,161
-mWNA1C7Lr8,35,137
4Yt7hmubn58,43,169
Ergjh8YR0OM,40,157
1YQgJ02fBf8,39,153
1OTaswv9WyU,36,141
8g__hbfAIlw,52,206
Arah6WF7OPM,53,210
41cvdBUgffM,22,86
-98xVRFaWGs,48,189
-xnF1vAGox8,46,181
2y2Pi0A-Yxo,37,145
RSPZSkLWsH4,49,193
7zFXPaUjSEQ,15,56
0bUDOHUzdEw,49,193
0yaRfL3Eplo,38,147
FVpLUGcFLTY,39,153
A1E-agNyE2U,40,157
2OD2VW5qPDQ,38,149
3DMWwehJT4M,48,189
5VIZ5B4bYRo,25,96
03tSu6C05CI,49,193
1Thc5d7Rvro,18,69
2psN-G_GGcw,36,141
dKYGsFiI8fA,45,177
0xgjlup2KBI,53,208
3cDdvf3_-Vs,49,193
FmpWIi0pt7o,39,153
3W-slsHh8IY,44,173
3X6Q7cGoOmo,46,181
14arb9s1SlQ,36,140
3R-cAZGb1uE,47,185
7cwHASK_iXk,44,173
j8vekQPmE4E,41,161
6zuGk80VS6k,34,132
0YnHY_OQRDU,51,201
7ckQPHWUpvc,43,169
AAtuZS27eks,18,70
0hF33RlhSl8,47,185
7J5RsjsfDrM,40,157
5jQIuYPAODg,44,172
6eliANcZdkw,49,193
7wT2AlqpRGs,51,199
F3-_b8WfcuE,37,145
75VpWvcmMec,57,225
He9_MdIqh5M,35,137
-ixUrPNPogg,28,109
nG8nq9UVWX8,39,153
-zXMaF1pAgo,41,161
-B-2EtfKVlo,43,169
F9ndnnM3Sis,52,205
-Ls9TLd17DY,60,237
CAPUOUhLK-E,41,161
6am7EfWOy80,39,153
4CKQdo1ppjs,59,233
-svl89zIevs,45,177
2saVQ0sDK_E,44,173
0BDGdUr1N6Y,40,157
VpULurBxpcI,50,197
1uCzQCdCC1U,47,185
PrNcgd-VR4k,28,109
-N0qJZkizOw,60,237
2TX0Z3-L7cc,11,39
